book,chunk,text
1Co,50,ἐλεύθερος καλέω δοῦλος εἰμί χριστός τιμή ἀγοράζω · μή γίγνομαι δοῦλος ἄνθρωπος ἕκαστος ἐν ὅς καλέω ἀδελφός ἐν οὗτος μένω παρά θεός περί δέ ὁ παρθένος ἐπιταγή κύριος οὐ ἔχω γνώμη δέ δίδωμι ὡς ἐλεέω ὑπό κύριος πιστός εἰμί νομίζω οὖν οὗτος καλός ὑπάρχω διά ὁ ἐνίστημι ἀνάγκη ὅτι καλός
1Co,51,ἄνθρωπος ὁ οὕτω(ς) εἰμί δέω γυνή μή ζητέω λύσις · λύω ἀπό γυνή μή ζητέω γυνή · ἐάν δέ καί ⸀γαμέω οὐ ἁμαρτάνω καί ἐάν γαμέω ὁ παρθένος οὐ ἁμαρτάνω θλῖψις δέ ὁ σάρξ ἔχω ὁ τοιοῦτος ἐγώ δέ ὑμεῖς φείδομαι οὗτος δέ φημί ἀδελφός ὁ καιρός συστέλλω ⸂ἐστίν ·
1Co,52,ὁ λοιπὸν⸃ ἵνα καί ὁ ἔχω γυνή ὡς μή ἔχω εἰμί καί ὁ κλαίω ὡς μή κλαίω καί ὁ χαίρω ὡς μή χαίρω καί ὁ ἀγοράζω ὡς μή κατέχω καί ὁ χράω ⸂τός κόσμον⸃ ὡς μή καταχράομαι · παράγω γάρ ὁ σχῆμα ὁ κόσμος οὗτος ἐθέλω δέ ὑμεῖς ἀμέριμνος εἰμί
1Co,53,ὁ ἄγαμος μεριμνάω ὁ ὁ κύριος πῶς ⸀ἀρέζω ὁ κύριος · ὁ δέ γαμέω μεριμνάω ὁ ὁ κόσμος πῶς ⸀ἀρέσκω ὁ γυνή ⸀καί μερίζω καί ὁ γυνή ⸂ἡ ἄγαμος⸃ καί ὁ ⸀παρθένος μεριμνάω ὁ ὁ κύριος ἵνα εἰμί ἅγιος καί ⸀τῷ σῶμα καί ⸁τῷ πνεῦμα · ὁ δέ γαμέω μεριμνάω
1Co,54,ὁ ὁ κόσμος πῶς ⸀ἀρέσκω ὁ ἀνήρ οὗτος δέ πρός ὁ ὑμεῖς αὐτός ⸀σύμφορος λέγω οὐ ἵνα βρόχος σύ ἐπιβάλλω ἀλλά πρός ὁ εὐσχήμων καί ⸀εὐπάρεδρος ὁ κύριος ἀπερισπάστως εἰ δέ τις ἀσχημονέω ἐπί ὁ παρθένος αὐτός νομίζω ἐάν εἰμί ὑπέρακμος καί οὕτω(ς) ὀφείλω γίγνομαι ὅς ἐθέλω ποιέω · οὐ
1Co,55,ἁμαρτάνω · γαμέω ὅς δέ ἵστημι ⸂ἐν ὁ καρδία αὐτός ἑδραῖος⸃ μή ἔχω ἀνάγκη ἐξουσία δέ ἔχω περί ὁ ἴδιος θέλημα καί οὗτος κρίνω ἐν ὁ ⸂ἰδῖος καρδίᾳ⸃ ⸀τηρέω ὁ ἑαυτοῦ παρθένος καλός ⸀ποιέω · ὥστε καί ὁ ⸀γαμίζω ⸂τὴν παρθένος ἑαυτοῦ⸃ καλός ποιέω ⸂καί ὁ⸃ μή ⸁γαμίζω κρείσσων ⸀ποιέω
1Co,56,γυνή ⸀δέω ἐφ ’ ὅσος χρόνος ζῶ ὁ ἀνήρ αὐτός · ἐάν ⸀δέ κοιμάομαι ὁ ἀνήρ ἐλεύθερος εἰμί ὅς ἐθέλω γαμέω μόνος ἐν κύριος · μακάριος δέ εἰμί ἐάν οὕτω(ς) μένω κατά ὁ ἐμός γνώμη δοκέω ⸀δέ ἐκἀ ἐγὼ πνεῦμα θεός ἔχω περί δέ ὁ εἰδωλόθυτος οἶδα ὅτι πᾶς γνῶσις
1Co,57,ἔχω ὁ γνῶσις φυσιόω ὁ δέ ἀγάπη οἰκοδομέω ⸀εἰ τις δοκέω ⸀ἐγνωκέναι τις ⸀οὔπω ⸀ἔγνω καθώς δεῖ γιγνώσκω · εἰ δέ τις ἀγαπάω ὁ θεός οὗτος γιγνώσκω ὑπό αὐτός περί ὁ βρῶσις οὖν ὁ εἰδωλόθυτος οἶδα ὅτι οὐδείς εἴδωλον ἐν κόσμος καί ὅτι οὐδείς ⸀θεός εἰ μή εἷς καί γάρ
1Co,58,εἴπερ εἰμί λέγω θεός εἴτε ἐν οὐρανός εἴτε ἐπί γῆ ὥσπερ εἰμί θεός πολύς καί κύριος πολύς άλλὰ ἐγώ εἷς θεός ὁ πατήρ ἐκ ὅς ὁ πᾶς καί ἡμεῖς εἰς αὐτός καί εἰς κύριος ἰησοῦς χριστός διὰ ὅς ὁ πᾶς καί ἡμεῖς διὰ αὐτός Ἀλλ ά οὐ ἐν πᾶς ὁ
1Co,59,γνῶσις · τις δέ ὁ ⸀συνηθείᾳ ⸂ἕως ἄρτι ὁ εἰδώλου⸃ ὡς εἰδωλόθυτος ἐσθίω καί ὁ συνείδησις αὐτός ἀσθενής εἰμί μολύνω βρῶμα δέ ἐγώ οὐ ⸀παρίστημι ὁ θεός · οὔτε ⸂γάρ ἐάν ἐσθίω περισσεύω οὔτε ἐάν μή ἐσθίω ὑστερούμεθα⸃. βλέπω δέ μή οὔπως ὁ ἐξουσία ὑμεῖς οὗτος πρόσκομμα γίγνομαι ὁ ⸀ἀσθενής
1Co,60,ἐάν γάρ τις εἶδον σύ ὁ ἔχω γνῶσις ἐν εἰδωλεεῖον κατάκειμαι οὐ ὁ συνείδησις αὐτός ἀσθενής εἰμί οἰκοδομέω εἰς ὁ ὁ εἰδωλόθυτος ἐσθίω ⸂ἀπόλλυμι γὰρ⸃ ὁ ἀσθενέω ⸀ἐν ὁ σός γνῶσις ⸂ὁ ἀδελφὸς⸃ διὰ ὅς χριστός ἀποθνήσκω οὕτω(ς) δέ ἁμαρτάνω εἰς ὁ ἀδελφός καί τύπτω αὐτός ὁ συνείδησις ἀσθενέω εἰς
1Co,61,χριστός ἁμαρτάνω διόπερ εἰ βρῶμα σκανδαλίζω ὁ ἀδελφός ἐγώ οὐ μή ἐσθίω κρέας εἰς ὁ αἰών ἵνα μή ὁ ἀδελφός ἐγώ σκανδαλίζω οὐ εἰμί ⸂ἐλεύθερος οὐ εἰμί ἀπόστολος⸃ οὐ ⸀Ἰησοῦς ὁ κύριος ἡμεῖς ὁράω οὐ ὁ ἔργον ἐγώ σύ εἰμί ἐν κύριος εἰ ἄλλος οὐ εἰμί ἀπόστολος ἀλλά γε σύ
1Co,62,εἰμί ὁ γάρ σφραγίς ⸂μου τῆς⸃ ἀποστολή σύ εἰμί ἐν κύριος ὁ ἐμός ἀπολογία ὁ ἐγώ ἀνακρίνω ⸂ἐστιν αὕτη⸃. μή οὐ ἔχω ἐξουσία ἐσθίω καί ⸀πίνω μή οὐ ἔχω ἐξουσία ἀδελφή γυνή περιάγω ὡς καί ὁ λοιπός ἀπόστολος καί ὁ ἀδελφός ὁ κύριος καί κηφᾶς ἤ μόνος ἐγώ καί βαρναβᾶς
1Co,63,οὐ ἔχω ἐξουσία ⸀μή ἐργάζομαι τις στρατεύω ἴδιος ὀψώνιον ποτε τις φυτεύω ἀμπελών καί ⸂τὸν καρπὸν⸃ αὐτός οὐ ἐσθίω ⸀τίς ποιμαίνω ποίμνη καί ἐκ ὁ γάλα ὁ ποίμνη οὐ ἐσθίω μή κατά ἄνθρωπος οὗτος λαλέω ἤ ⸂καί ὁ νόμος οὗτος οὐ⸃ λέγω ἐν γάρ ὁ μωϋσῆς νόμος γράφω · οὐ
1Co,64,⸀κημόω βοῦς ἀλοάω μή ὁ βοῦς μέλω ὁ θεός ἤ διὰ ἐγώ πάντως λέγω διὰ ἐγώ γάρ γράφω ὅτι ⸂ὀφείλει ἐπί ἐλπίδι⸃ ὁ ἀροτριάω ἀροτριάω καί ὁ ἀλοάω ⸂ἐπ ί ἐλπίς ὁ μετέχειν⸃. εἰ ἐγώ σύ ὁ πνευματικός σπείρω μέγας εἰ ἐγώ ὑμεῖς ὁ σαρκικός θερίζω εἰ ἄλλος ὁ ⸂ὑμεῖς
1Co,65,ἐξουσίας⸃ μετέχω οὐ μᾶλλον ἐγώ Ἀλλ ά οὐ χράω ὁ ἐξουσία οὗτος ἀλλά πᾶς στέγω ἵνα μή ⸂τινα ἐγκοπὴν⸃ δίδωμι ὁ εὐαγγέλιον ὁ χριστός οὐ οἶδα ὅτι ὁ ὁ ἱερός ἐργάζομαι ⸀τά ἐκ ὁ ἱερόν ἐσθίω ὁ ὁ θυσιαστήριον ⸀παρεδρεύω ὁ θυσιαστήριον συμμερίζω οὕτω(ς) καί ὁ κύριος διατάσσω ὁ ὁ
1Co,66,εὐαγγέλιον καταγγέλλω ἐκ ὁ εὐαγγέλιον ζῶ ἐγώ δέ ⸂οὐ χράω οὐδενὶ⸃ οὗτος οὐ γράφω δέ οὗτος ἵνα οὕτω(ς) γίγνομαι ἐν ἐγώ καλός γάρ ἐγώ μᾶλλον ἀποθνῄσκω ἤ — ὁ καύχημα ἐγώ ⸂οὐδείς κενώσει⸃. ἐάν γάρ εὐαγγελίζω οὐ εἰμί ἐγώ καύχημα ἀνάγκη γάρ ἐγώ ἐπίκειμαι · οὐαί ⸀γάρ ἐγώ εἰμί ἐάν
1Co,67,μή ⸀εὐαγγελίζομαι εἰ γάρ ἑκών οὗτος πράσσω μισθός ἔχω · εἰ δέ ἄκων οἰκονομία πιστεύω τις οὖν ⸀μού εἰμί ὁ μισθός ἵνα εὐαγγελίζω ἀδάπανος τίθημι ὁ ⸀εὐαγγέλιον εἰς ὁ μή καταχράω ὁ ἐξουσία ἐγώ ἐν ὁ εὐαγγέλιον ἐλεύθερος γάρ εἰμί ἐκ πᾶς πᾶς ἐμαυτοῦ δουλόω ἵνα ὁ πολύς κερδαίνω ·
1Co,68,καί γίγνομαι ὁ ἰουδαῖος ὡς ἰουδαῖος ἵνα ἰουδαῖος κερδαίνω · ὁ ὑπό νόμος ὡς ὑπό νόμος ⸂μή εἰμί αὐτός ὑπό νόμον⸃ ἵνα ὁ ὑπό νόμος κερδαίνω · ὁ ἄνομος ὡς ἄνομος μή εἰμί ἄνομος ⸀θεός άλλὰ ἔννομος ⸀Χριστός ἵνα ⸀κερδάνω ⸀τοὺς ἄνομος · γίγνομαι ὁ ⸀ἀσθενής ἀσθενής ἵνα ὁ ἀσθενής
1Co,69,κερδαίνω · ὁ πᾶς ⸀γίγνομαι πᾶς ἵνα πάντως τις σῴζω ⸀πᾶς δέ ποιέω διά ὁ εὐαγγέλιον ἵνα συγκοινωνὸς αὐτός γίγνομαι οὐ οἶδα ὅτι ὁ ἐν στάδιον τρέχω πᾶς μέν τρέχω εἰς δέ λαμβάνω ὁ βραβεῖον οὕτω(ς) τρέχω ἵνα καταλαμβάνω πᾶς δέ ὁ ἀγωνίζομαι πᾶς ἐγκρατεύομαι ἐκεῖνος μέν οὖν ἵνα φθαρτός
1Co,70,στέφανος λαμβάνω ἐγώ δέ ἄφθαρτος ἐγώ τοίνυν οὕτω(ς) τρέχω ὡς οὐ ἀδήλως οὕτω(ς) πυκτεύω ὡς οὐ ἀήρ δέρω · ἀλλά ὑπωπιάζω ἐγώ ὁ σῶμα καί δουλαγωγέω μή οὔπως ἄλλος κηρύσσω αὐτός ἀδόκιμος γίγνομαι οὐ ἐθέλω ⸀γάρ ὑμεῖς ἀγνοέω ἀδελφός ὅτι ὁ πατήρ ἡμεῖς πᾶς ὑπό ὁ νεφέλη εἰμί καί πᾶς
1Co,71,διά ὁ θάλασσα διέρχομαι καί πᾶς εἰς ὁ μωϋσῆς ⸀ἐβαπτίω ἐν ὁ νεφέλη καί ἐν ὁ θάλασσα καί πᾶς ὁ αὐτός ⸂πνευματικός βρῶμα⸃ ἐσθίω καί πᾶς ὁ αὐτός ⸂πνευματικός πίνω πόμα⸃ πίνω γάρ ἐκ πνευματικός ἀκολουθέω πέτρα ὁ ⸂πέτρα δὲ⸃ εἰμί ὁ χριστός · άλλὰ οὐ ἐν ὁ πολύς αὐτός
1Co,72,εὐδοκέω ὁ θεός καταστρώννυμι γάρ ἐν ὁ ἔρημος οὗτος δέ τύπος ἡμεῖς γίγνομαι εἰς ὁ μή εἰμί ἡμεῖς ἐπιθυμητής κακός καθώς κἀκεῖνος ἐπιθυμέω μηδέ εἰδωλολάτρης γίγνομαι καθώς τις αὐτός · ὥσπερ γράφω · καθίζω ὁ λαός ἐσθίω καί πίνω καί ἀνίστημι παίζω μηδέ πορνεύω καθώς τις αὐτός πορνεύω καί πίπτω
1Co,73,εἷς ἡμέρα εἴκοσι τρεῖς χιλιάς μηδέ ἐκπειράζω ὁ ⸀Χριστός ⸀καθώς τις αὐτός πειράζω καί ὑπό ὁ ὄφις ⸀ἀπώλλυντο μηδέ γογγύζω ⸀καθά τις αὐτός γογγύζω καί ἀπόλλυμι ὑπό ὁ ὀλοθρευτής οὗτος ⸀δέ ⸂τυπικός συνέβαινεν⸃ ἐκεῖνος γράφω δέ πρός νουθεσία ἐγώ εἰς ὅς ὁ τέλος ὁ αἰών ⸀καταντάω ὥστε ὁ δοκέω ἵστημι
1Co,74,βλέπω μή πίπτω πειρασμός ὑμεῖς οὐ λαμβάνω εἰ μή ἀνθρώπινος · πιστός δέ ὁ θεός ὅς οὐ ἐάω ὑμεῖς πειράζω ὑπέρ ὅς δύναμαι ἀλλά ποιέω σύν ὁ πειρασμός καί ὁ ἔκβασις ὁ ⸀δύναμαι ὑποφέρω διόπερ ἀγαπητός ἐγώ φεύγω ἀπό ὁ εἰδωλολατρία ὡς φρόνιμος λέγω · κρίνω ὑμεῖς ὅς φημί ὁ
1Co,75,ποτήριον ὁ εὐλογία ὅς εὐλογέω οὐ κοινωνία ⸂ἐστὶν ὁ αἷμα ὁ Χριστοῦ⸃ ὁ ἄρτος ὅς κλάω οὐ κοινωνία ὁ σῶμα ὁ χριστός εἰμί ὅτι εἷς ἄρτος εἷς σῶμα ὁ πολύς εἰμί ὁ γάρ πᾶς ἐκ ὁ εἷς ἄρτος μετέχω βλέπω ὁ ἰσραήλ κατά σάρξ · ⸀οὐ ὁ ἐσθίω ὁ θυσία
1Co,76,κοινωνός ὁ θυσιαστήριον εἰμί τίς οὖν φημί ὅτι ⸂εἰδωλόθυτός τίς εἰμί ἤ ὅτι εἴδωλόν⸃ τίς εἰμί άλλὰ ὅτι ὅς ⸀θύω δαιμόνιον ⸂καί οὐ θεός θύουσιν⸃ οὐ ἐθέλω δέ σύ κοινωνός ὁ δαιμόνιον γίγνομαι οὐ δύναμαι ποτήριον κύριος πίνω καί ποτήριον δαιμόνιον · οὐ δύναμαι τράπεζα κύριος μετέχω καί τράπεζα δαιμόνιον
1Co,77,ἤ παραζηλόω ὁ κύριος μή ἰσχυρός αὐτός εἰμί ⸀Πᾶς ἔξεστι · άλλὰ οὐ πᾶς συμφέρω ⸁πᾶς ἔξεστι · άλλὰ οὐ πᾶς οἰκοδομέω μηδείς ὁ ἑαυτοῦ ζητέω ἀλλά ὁ ὁ ⸀ἑτέρος πᾶς ὁ ἐν μάκελλον πωλέω ἐσθίω μηδείς ἀνακρίνω διά ὁ συνείδησις ὁ ⸂κύριος γὰρ⸃ ὁ γῆ καί ὁ πλήρωμα αὐτός
1Co,78,⸀εἰ τις καλέω σύ ὁ ἄπιστος καί ἐθέλω πορεύομαι πᾶς ὁ παρατίθημι σύ ἐσθίω μηδείς ἀνακρίνω διά ὁ συνείδησις · ἐάν δέ τις σύ εἶπον · οὗτος ⸀ἱερόθυτος εἰμί μή ἐσθίω διὰ ἐκεῖνος ὁ μηνύω καί ὁ ⸀συνείδησις · συνείδησις δέ λέγω οὐ ὁ ἑαυτοῦ ἀλλά ὁ ὁ ἕτερος ·
1Co,79,ἱνατί γάρ ὁ ἐλευθερία ἐγώ κρίνω ὑπό ἄλλος συνείδησις εἰ ἐγώ χάρις μετέχω τίς βλασφημέω ὑπέρ ὅς ἐγώ εὐχαριστέω εἴτε οὖν ἐσθίω εἴτε πίνω εἴτε τις ποιέω πᾶς εἰς δόξα θεός ποιέω ἀπρόσκοπος ⸂καί ἰουδαῖος γίνεσθε⸃ καί ἕλλην καί ὁ ἐκκλησία ὁ θεός καθώς ἐκἀ ἐγὼ πᾶς πᾶς ἀρέσκω μή
1Co,80,ζητέω ὁ ἐμαυτοῦ ⸀σύμφορος ἀλλά ὁ ὁ πολύς ἵνα σῴζω μιμητής ἐγώ γίγνομαι καθώς κἀ γὼ χριστός ἐπαινέω δέ ⸀ὑμεῖς ὅτι πᾶς ἐγώ μιμνῄσκω καί καθώς παραδίδωμι ὑμεῖς ὁ παράδοσις κατέχω ἐθέλω δέ ὑμεῖς οἶδα ὅτι πᾶς ἀνήρ ὁ κεφαλή ὁ χριστός εἰμί κεφαλή δέ γυνή ὁ ἀνήρ κεφαλή δέ
1Co,81,⸀τοῦ χριστός ὁ θεός πᾶς ἀνήρ προσεύχομαι ἤ προφητεύω κατά κεφαλή ἔχω καταισχύνω ὁ κεφαλή αὐτός · πᾶς δέ γυνή προσεύχομαι ἤ προφητεύω ἀκατακάλυπτος ὁ κεφαλή καταισχύνω ὁ κεφαλή ⸀αὐτός εἷς γάρ εἰμί καί ὁ αὐτός ὁ ξυράω εἰ γάρ οὐ κατακαλύπτω γυνή καί κείρω · εἰ δέ αἰσχρός γυνή
1Co,82,ὁ κείρω ἤ ξυράω κατακαλύπτω ἀνήρ μέν γάρ οὐ ὀφείλω κατακαλύπτω ὁ κεφαλή εἰκών καί δόξα θεός ὑπάρχω · ⸀ἡ γυνή δέ δόξα ἀνήρ εἰμί οὐ γάρ εἰμί ἀνήρ ἐκ γυνή ἀλλά γυνή ἐκ ἀνήρ · καί γάρ οὐ κτίζω ἀνήρ διά ὁ γυνή ἀλλά γυνή διά ὁ ἀνήρ διά
1Co,83,οὗτος ὀφείλω ὁ γυνή ἐξουσία ἔχω ἐπί ὁ κεφαλή διά ὁ ἄγγελος πλήν οὔτε ⸂γυνή χωρίς ἀνήρ οὔτε ἀνήρ χωρίς γυναικὸς⸃ ἐν κύριος · ὥσπερ γάρ ὁ γυνή ἐκ ὁ ἀνήρ οὕτω(ς) καί ὁ ἀνήρ διά ὁ γυνή · ὁ δέ πᾶς ἐκ ὁ θεός ἐν σύ αὐτός κρίνω ·
1Co,84,πρέπω εἰμί γυνή ἀκατακάλυπτος ὁ θεός προσεύχομαι ⸀οὐδέ ⸂ἡ φύσις αὐτὴ⸃ διδάσκω ὑμεῖς ὅτι ἀνήρ μέν ἐάν κομάω ἀτιμία αὐτός εἰμί γυνή δέ ἐάν κομάω δόξα αὐτός εἰμί ὅτι ὁ κόμη ἀντί περιβόλαιον ⸀δίδωμι εἰ δέ τις δοκέω φιλόνεικος εἰμί ἐγώ τοιοῦτος συνήθεια οὐ ἔχω οὐδέ ὁ ἐκκλησία ὁ θεός
1Co,85,οὗτος δέ ⸂παραγγέλλω οὐ ἐπαινῶ⸃ ὅτι οὐ εἰς ὁ κρείσσων ἀλλά εἰς ὁ ἥσσων συνέρχομαι πρῶτος μέν γάρ συνέρχομαι ὑμεῖς ἐν ἐκκλησία ἀκούω σχίσμα ἐν σύ ὑπάρχω καί μέρος τὶς πιστεύω δεῖ γάρ καί αἵρεσις ἐν σύ εἰμί ἵνα ⸀καί ὁ δόκιμος φανερός γίγνομαι ἐν σύ συνέρχομαι οὖν ὑμεῖς ἐπί
1Co,86,ὁ αὐτός οὐ εἰμί κυριακός δεῖπνον ἐσθίω ἕκαστος γάρ ὁ ἴδιος δεῖπνον προλαμβάνω ἐν ὁ ἐσθίω καί ὅς μέν πεινάω ὅς δέ μεθύω μή γάρ οἰκία οὐ ἔχω εἰς ὁ ἐσθίω καί πίνω ἤ ὁ ἐκκλησία ὁ θεός καταφρονέω καί καταισχύνω ὁ μή ἔχω τίς ⸂εἶπον ὑμῖν⸃ ἐπαινέω ὑμεῖς ἐν
1Co,87,οὗτος οὐ ἐπαινέω ἐγώ γάρ παραλαμβάνω ἀπό ὁ κύριος ὅς καί παραδίδωμι σύ ὅτι ὁ κύριος ἰησοῦς ἐν ὁ νύξ ὅς ⸀παραδίδωμι λαμβάνω ἄρτος καί εὐχαριστέω κλάω καί ⸀εἶπον · οὗτος ἐγώ εἰμί ὁ σῶμα ὁ ὑπέρ ⸀ὑμεῖς · οὗτος ποιέω εἰς ὁ ἐμός ἀνάμνησις ὡσαύτως καί ὁ ποτήριον μετά
1Co,88,ὁ δειπνέω λέγω · οὗτος ὁ ποτήριον ὁ καινός διαθήκη εἰμί ἐν ὁ ἐμός αἷμα · οὗτος ποιέω ὁσάκις ⸀ἐὰν πίνω εἰς ὁ ἐμός ἀνάμνησις ὁσάκις γάρ ⸀ἐάν ἐσθίω ὁ ἄρτος οὗτος καί ὁ ⸀ποτήριον πίνω ὁ θάνατος ὁ κύριος καταγγέλλω ἄχρι ⸀οὗ ἔρχομαι ὥστε ὅς ἄν ἐσθίω ὁ ⸀ἄρτος
1Co,89,ἤ πίνω ὁ ποτήριον ὁ κύριος ⸀ἀναξίως ἔνοχος εἰμί ὁ σῶμα καί ὁ αἷμα ὁ κύριος δοκιμάζω δέ ἄνθρωπος ἑαυτοῦ καί οὕτω(ς) ἐκ ὁ ἄρτος ἐσθίω καί ἐκ ὁ ποτήριον πίνω · ὁ γάρ ἐσθίω καί ⸀πίνω κρίμα ἑαυτοῦ ἐσθίω καί πίνω μή διακρίνω ὁ ⸀σῶμα διά οὗτος ἐν σύ
1Co,90,πολύς ἀσθενής καί ἄρρωστος καί κοιμάομαι ἱκανός εἰ ⸀δέ ἑαυτοῦ διακρίνω οὐ ἄν κρίνω · κρίνω δέ ⸀ὑπό κύριος παιδεύω ἵνα μή σύν ὁ κόσμος κατακρίνω ὥστε ἀδελφός ἐγώ συνέρχομαι εἰς ὁ ἐσθίω ἀλλήλων ἐκδέχομαι ⸀εἰ τις πεινάω ἐν οἶκος ἐσθίω ἵνα μή εἰς κρίμα συνέρχομαι ὁ δέ λοιπός ὡς
1Co,91,ἄν ἔρχομαι διατάσσω περί δέ ὁ πνευματικός ἀδελφός οὐ ἐθέλω σύ ἀγνοέω οἶδα ὅτι ὅτε ἔθνος εἰμί πρός ὁ εἴδωλον ὁ ἄφωνος ὡς ἄν ἄγω ἀπάγω διό γνωρίζω σύ ὅτι οὐδείς ἐν πνεῦμα θεός λαλέω λέγω · ἀνάθεμα ⸀Ἰησοῦς καί οὐδείς δύναμαι εἶπον · ⸂Κύριος Ἰησοῦς⸃ εἰ μή ἐν πνεῦμα
1Co,92,ἅγιος διαίρεσις δέ χάρισμα εἰμί ὁ δέ αὐτός πνεῦμα · καί διαίρεσις διακονία εἰμί καί ὁ αὐτός κύριος · καί διαίρεσις ἐνέργημα εἰμί ⸂ὁ δὲ⸃ ⸀αὐτός θεός ὁ ἐνεργέω ὁ πᾶς ἐν πᾶς ἕκαστος δέ δίδωμι ὁ φανέρωσις ὁ πνεῦμα πρός ὁ συμφέρω ὅς μέν γάρ διά ὁ πνεῦμα δίδωμι
1Co,93,λόγος σοφία ἄλλος δέ λόγος γνῶσις κατά ὁ αὐτός πνεῦμα ⸀ότερἑς πίστις ἐν ὁ αὐτός πνεῦμα ⸀ἄλλος χάρισμα ἴαμα ἐν ὁ ⸀ἑν πνεῦμα ⸀ἄλλος ἐνέργημα δύναμις ⸁ἄλλος προφητεία ⸀1ἄλλῳ διάκρισις πνεῦμα ⸀ότερἑς γένος γλῶσσα ⸀2ἄλλῳ ἑρμηνεία γλῶσσα · πᾶς δέ οὗτος ἐνεργέω ὁ εἷς καί ὁ αὐτός πνεῦμα διαιρέω ἴδιος
1Co,94,ἕκαστος καθώς βούλομαι καθάπερ γάρ ὁ σῶμα εἷς εἰμί καί μέλος ⸂πολύς ἔχει⸃ πᾶς δέ ὁ μέλος ὁ ⸀σώματος πολύς εἰμί εἷς εἰμί σῶμα οὕτω(ς) καί ὁ χριστός · καί γάρ ἐν εἷς πνεῦμα ἐγώ πᾶς εἰς εἷς σῶμα βαπτίζω εἴτε ἰουδαῖος εἴτε ἕλλην εἴτε δοῦλος εἴτε ἐλεύθερος καί ⸀πᾶς
1Co,95,εἷς πνεῦμα ποτίζω καί γάρ ὁ σῶμα οὐ εἰμί εἷς μέλος ἀλλά πολύς ἐάν εἶπον ὁ πούς · ὅτι οὐ εἰμί χείρ οὐ εἰμί ἐκ ὁ σῶμα οὐ παρά οὗτος οὐ εἰμί ἐκ ὁ σῶμα καί ἐάν εἶπον ὁ οὖς · ὅτι οὐ εἰμί ὀφθαλμός οὐ εἰμί ἐκ ὁ σῶμα
1Co,96,οὐ παρά οὗτος οὐ εἰμί ἐκ ὁ σῶμα · εἰ ὅλος ὁ σῶμα ὀφθαλμός ποῦ ὁ ἀκοή εἰ ὅλος ἀκοή ποῦ ὁ ὄσφρησις ⸀νυνί δέ ὁ θεός τίθημι ὁ μέλος εἷς ἕκαστος αὐτός ἐν ὁ σῶμα καθώς ἐθέλω εἰ δέ εἰμί ὁ πᾶς εἷς μέλος ποῦ ὁ σῶμα νῦν δέ
1Co,97,πολύς ⸀μέν μέλος εἷς δέ σῶμα οὐ δύναμαι δέ ὁ ὀφθαλμός εἶπον ὁ χείρ · χρεία σύ οὐ ἔχω ἤ πάλιν ὁ κεφαλή ὁ πούς · χρεία σύ οὐ ἔχω · ἀλλά πολύς μᾶλλον ὁ δοκέω μέλος ὁ σῶμα ἀσθενής ὑπάρχω ἀναγκαῖος εἰμί καί ὅς δοκέω ἄτιμος εἰμί ὁ σῶμα
1Co,98,οὗτος τιμή περισσός περιτίθημι καί ὁ ἀσχήμων ἐγώ εὐσχημοσύνη περισσός ἔχω ὁ δέ εὐσχήμων ἐγώ οὐ χρεία ⸀ἔχω ἀλλά ὁ θεός συγκεράννυμι ὁ σῶμα ὁ ⸀ὑστερέω περισσός δίδωμι τιμή ἵνα μή εἰμί ⸀σχίσμα ἐν ὁ σῶμα ἀλλά ὁ αὐτός ὑπέρ ἀλλήλων μεριμνάω ὁ μέλος καί ⸀εἴτε πάσχω εἷς μέλος συμπάσχω
1Co,99,πᾶς ὁ μέλος · εἴτε δοξάζω ⸀μέλος συγχαίρω πᾶς ὁ μέλος ὑμεῖς δέ εἰμί σῶμα χριστός καί μέλος ἐκ μέρος καί ὅς μέν τίθημι ὁ θεός ἐν ὁ ἐκκλησία πρῶτος ἀπόστολος δεύτερος προφήτης τρίτος διδάσκαλος ἔπειτα δύναμις ⸀ἔπειτα χάρισμα ἴαμα ἀντίλημψις κυβέρνησις γένος γλῶσσα μή πᾶς ἀπόστολος μή πᾶς προφήτης
1Co,100,μή πᾶς διδάσκαλος μή πᾶς δύναμις μή πᾶς χάρισμα ἔχω ἴαμα μή πᾶς γλῶσσα λαλέω μή πᾶς διερμηνεύω ζηλόω δέ ὁ χάρισμα ὁ ⸀μείζονα καί ἔτι κατά ὑπερβολή ὁδός σύ δείκνυμι ἐάν ὁ γλῶσσα ὁ ἄνθρωπος λαλέω καί ὁ ἄγγελος ἀγάπη δέ μή ἔχω γίγνομαι χαλκός ἠχέω ἤ κύμβαλον ἀλαλάζω
1Co,101,⸂καὶ ἐὰν⸃ ἔχω προφητεία καί οἶδα ὁ μυστήριον πᾶς καί πᾶς ὁ γνῶσις ⸄καί ἐὰν⸅ ἔχω πᾶς ὁ πίστις ὥστε ὄρος ⸀μεθίστημι ἀγάπη δέ μή ἔχω οὐδείς εἰμί ⸂καὶ ἐὰν⸃ ψωμίζω πᾶς ὁ ὑπάρχω ἐγώ ⸄καί ἐὰν⸃ παραδίδωμι ὁ σῶμα ἐγώ ἵνα ⸀καίω ἀγάπη δέ μή ἔχω οὐδείς ὠφελέω ὁ
